split,origin,model,day,N,probability,label,eligible,current_active
inner_calibration,25456,original,2017-03-30,256,0.0,0,True,False
inner_calibration,25456,location_repair,2017-03-30,256,0.0,0,True,False
inner_calibration,25516,original,2017-03-30,256,0.0390625,0,True,False
inner_calibration,25516,location_repair,2017-03-30,256,0.1015625,0,True,False
inner_calibration,25576,original,2017-03-30,256,0.0,0,True,False
inner_calibration,25576,location_repair,2017-03-30,256,0.0,0,True,False
inner_calibration,25636,original,2017-03-31,256,0.0,0,True,False
inner_calibration,25636,location_repair,2017-03-31,256,0.0,0,True,False
inner_calibration,25696,original,2017-03-31,256,0.01171875,0,True,False
inner_calibration,25696,location_repair,2017-03-31,256,0.01171875,0,True,False
inner_calibration,25756,original,2017-03-31,256,0.0,0,True,False
inner_calibration,25756,location_repair,2017-03-31,256,0.0,0,True,False
inner_calibration,25816,original,2017-03-31,256,0.4921875,1,True,False
inner_calibration,25816,location_repair,2017-03-31,256,0.5390625,1,True,False
inner_calibration,25888,original,2017-03-31,256,0.0,0,True,False
inner_calibration,25888,location_repair,2017-03-31,256,0.0,0,True,False
inner_calibration,25948,original,2017-04-01,256,0.0,0,True,False
inner_calibration,25948,location_repair,2017-04-01,256,0.0,0,True,False
inner_calibration,26008,original,2017-04-01,256,0.0,0,True,False
inner_calibration,26008,location_repair,2017-04-01,256,0.0,0,True,False
inner_calibration,26068,original,2017-04-01,256,0.0078125,0,True,False
inner_calibration,26068,location_repair,2017-04-01,256,0.0078125,0,True,False
inner_calibration,26128,original,2017-04-01,256,0.0,0,True,False
inner_calibration,26128,location_repair,2017-04-01,256,0.0,0,True,False
inner_calibration,26188,original,2017-04-01,256,0.0,0,True,False
inner_calibration,26188,location_repair,2017-04-01,256,0.0,0,True,False
inner_calibration,26248,original,2017-04-02,256,0.0,0,True,False
inner_calibration,26248,location_repair,2017-04-02,256,0.0,0,True,False
inner_calibration,26308,original,2017-04-02,256,0.0,0,True,False
inner_calibration,26308,location_repair,2017-04-02,256,0.0,0,True,False
inner_calibration,26368,original,2017-04-02,256,0.03125,0,True,False
inner_calibration,26368,location_repair,2017-04-02,256,0.03125,0,True,False
inner_calibration,26428,original,2017-04-02,256,0.0,0,True,False
inner_calibration,26428,location_repair,2017-04-02,256,0.0,0,True,False
inner_calibration,26488,original,2017-04-03,256,0.0,0,True,False
inner_calibration,26488,location_repair,2017-04-03,256,0.0,0,True,False
inner_calibration,26548,original,2017-04-03,256,0.0,0,True,False
inner_calibration,26548,location_repair,2017-04-03,256,0.0,0,True,False
inner_calibration,26608,original,2017-04-03,256,0.0,0,True,False
inner_calibration,26608,location_repair,2017-04-03,256,0.0,0,True,False
inner_calibration,26668,original,2017-04-03,256,0.0,0,True,False
inner_calibration,26668,location_repair,2017-04-03,256,0.0,0,True,False
inner_calibration,26728,original,2017-04-03,256,0.0,0,True,False
inner_calibration,26728,location_repair,2017-04-03,256,0.0,0,True,False
inner_calibration,26788,original,2017-04-04,256,0.0,0,True,False
inner_calibration,26788,location_repair,2017-04-04,256,0.0,0,True,False
inner_calibration,26848,original,2017-04-04,256,0.01953125,0,True,False
inner_calibration,26848,location_repair,2017-04-04,256,0.01953125,0,True,False
inner_calibration,26908,original,2017-04-04,256,0.0,0,True,False
inner_calibration,26908,location_repair,2017-04-04,256,0.0,0,True,False
inner_calibration,26980,original,2017-04-04,256,0.66015625,1,True,True
inner_calibration,26980,location_repair,2017-04-04,256,0.828125,1,True,True
inner_calibration,27040,original,2017-04-04,256,0.0,0,True,False
inner_calibration,27040,location_repair,2017-04-04,256,0.0,0,True,False
inner_calibration,27100,original,2017-04-05,256,0.0,0,True,False
inner_calibration,27100,location_repair,2017-04-05,256,0.0,0,True,False
inner_calibration,27160,original,2017-04-05,256,0.0,0,True,False
inner_calibration,27160,location_repair,2017-04-05,256,0.0,0,True,False
inner_calibration,27220,original,2017-04-05,256,0.0,0,True,False
inner_calibration,27220,location_repair,2017-04-05,256,0.0,0,True,False
inner_calibration,27280,original,2017-04-05,256,0.1328125,0,True,True
inner_calibration,27280,location_repair,2017-04-05,256,0.22265625,0,True,True
inner_calibration,27340,original,2017-04-05,256,0.0,0,True,False
inner_calibration,27340,location_repair,2017-04-05,256,0.0,0,True,False
inner_calibration,27400,original,2017-04-06,256,0.0,0,True,False
inner_calibration,27400,location_repair,2017-04-06,256,0.0,0,True,False
inner_calibration,27460,original,2017-04-06,256,0.0,0,True,False
inner_calibration,27460,location_repair,2017-04-06,256,0.0,0,True,False
inner_calibration,27520,original,2017-04-06,256,0.0,0,True,False
inner_calibration,27520,location_repair,2017-04-06,256,0.0,0,True,False
inner_calibration,27580,original,2017-04-06,256,0.0390625,0,True,False
inner_calibration,27580,location_repair,2017-04-06,256,0.05078125,0,True,False
inner_calibration,27640,original,2017-04-07,256,0.0,0,True,False
inner_calibration,27640,location_repair,2017-04-07,256,0.0,0,True,False
inner_calibration,27700,original,2017-04-07,256,0.0,0,True,False
inner_calibration,27700,location_repair,2017-04-07,256,0.0,0,True,False
inner_calibration,27760,original,2017-04-07,256,0.0,0,True,False
inner_calibration,27760,location_repair,2017-04-07,256,0.0,0,True,False
inner_calibration,27820,original,2017-04-07,256,0.0,0,True,False
inner_calibration,27820,location_repair,2017-04-07,256,0.0,0,True,False
inner_calibration,27880,original,2017-04-07,256,0.0,0,True,False
inner_calibration,27880,location_repair,2017-04-07,256,0.0,0,True,False
inner_calibration,27940,original,2017-04-08,256,0.0,0,True,False
inner_calibration,27940,location_repair,2017-04-08,256,0.0,0,True,False
inner_calibration,28000,original,2017-04-08,256,0.0,0,True,False
inner_calibration,28000,location_repair,2017-04-08,256,0.0,0,True,False
inner_calibration,28072,original,2017-04-08,256,0.0,0,True,False
inner_calibration,28072,location_repair,2017-04-08,256,0.0,0,True,False
inner_calibration,28132,original,2017-04-08,256,0.0,0,True,False
inner_calibration,28132,location_repair,2017-04-08,256,0.0,0,True,False
inner_calibration,28192,original,2017-04-08,256,0.0,0,True,False
inner_calibration,28192,location_repair,2017-04-08,256,0.0,0,True,False
inner_calibration,28252,original,2017-04-09,256,0.0,0,True,False
inner_calibration,28252,location_repair,2017-04-09,256,0.0,0,True,False
inner_calibration,28312,original,2017-04-09,256,0.0,0,True,False
inner_calibration,28312,location_repair,2017-04-09,256,0.0,0,True,False
inner_calibration,28372,original,2017-04-09,256,0.0078125,0,True,False
inner_calibration,28372,location_repair,2017-04-09,256,0.0078125,0,True,False
inner_calibration,28432,original,2017-04-09,256,0.0,0,True,False
inner_calibration,28432,location_repair,2017-04-09,256,0.0,0,True,False
inner_calibration,28492,original,2017-04-09,256,0.0,0,True,False
inner_calibration,28492,location_repair,2017-04-09,256,0.0,0,True,False
inner_calibration,28552,original,2017-04-10,256,0.0,0,True,False
inner_calibration,28552,location_repair,2017-04-10,256,0.0,0,True,False
inner_calibration,28612,original,2017-04-10,256,0.0,0,True,False
inner_calibration,28612,location_repair,2017-04-10,256,0.0,0,True,False
inner_calibration,28672,original,2017-04-10,256,0.0,0,True,False
inner_calibration,28672,location_repair,2017-04-10,256,0.0,0,True,False
inner_calibration,28732,original,2017-04-10,256,0.0,0,True,False
inner_calibration,28732,location_repair,2017-04-10,256,0.0,0,True,False
inner_calibration,28792,original,2017-04-11,256,0.0,0,True,False
inner_calibration,28792,location_repair,2017-04-11,256,0.0,0,True,False
inner_calibration,28852,original,2017-04-11,256,0.0,0,True,False
inner_calibration,28852,location_repair,2017-04-11,256,0.0,0,True,False
inner_calibration,28912,original,2017-04-11,256,0.0,0,True,False
inner_calibration,28912,location_repair,2017-04-11,256,0.0,0,True,False
inner_calibration,28972,original,2017-04-11,256,0.0,0,True,False
inner_calibration,28972,location_repair,2017-04-11,256,0.0,0,True,False
inner_calibration,29032,original,2017-04-11,256,0.0,0,True,False
inner_calibration,29032,location_repair,2017-04-11,256,0.0,0,True,False
inner_calibration,29092,original,2017-04-12,256,0.0,0,True,False
inner_calibration,29092,location_repair,2017-04-12,256,0.0,0,True,False
inner_calibration,29164,original,2017-04-12,256,0.1015625,0,True,False
inner_calibration,29164,location_repair,2017-04-12,256,0.10546875,0,True,False
inner_calibration,29224,original,2017-04-12,256,0.0,0,True,False
inner_calibration,29224,location_repair,2017-04-12,256,0.0,0,True,False
inner_calibration,29284,original,2017-04-12,256,0.6875,1,True,True
inner_calibration,29284,location_repair,2017-04-12,256,0.78125,1,True,True
inner_calibration,29344,original,2017-04-12,256,0.0,0,True,False
inner_calibration,29344,location_repair,2017-04-12,256,0.0,0,True,False
inner_calibration,29404,original,2017-04-13,256,0.0,0,True,False
inner_calibration,29404,location_repair,2017-04-13,256,0.0,0,True,False
inner_calibration,29464,original,2017-04-13,256,0.0,0,True,False
inner_calibration,29464,location_repair,2017-04-13,256,0.0,0,True,False
inner_calibration,29524,original,2017-04-13,256,0.0,0,True,False
inner_calibration,29524,location_repair,2017-04-13,256,0.0,0,True,False
inner_calibration,29584,original,2017-04-13,256,0.03125,0,True,False
inner_calibration,29584,location_repair,2017-04-13,256,0.05859375,0,True,False
inner_calibration,29644,original,2017-04-13,256,0.0,0,True,False
inner_calibration,29644,location_repair,2017-04-13,256,0.0,0,True,False
inner_calibration,29704,original,2017-04-14,256,0.0,0,True,False
inner_calibration,29704,location_repair,2017-04-14,256,0.0,0,True,False
inner_calibration,29764,original,2017-04-14,256,0.0,0,True,False
inner_calibration,29764,location_repair,2017-04-14,256,0.0,0,True,False
inner_calibration,29824,original,2017-04-14,256,0.0,0,True,False
inner_calibration,29824,location_repair,2017-04-14,256,0.0,0,True,False
inner_calibration,29884,original,2017-04-14,256,0.0,0,True,False
inner_calibration,29884,location_repair,2017-04-14,256,0.0,0,True,False
inner_calibration,29944,original,2017-04-15,256,0.0,0,True,False
inner_calibration,29944,location_repair,2017-04-15,256,0.0,0,True,False
inner_calibration,30004,original,2017-04-15,256,0.0,0,True,False
inner_calibration,30004,location_repair,2017-04-15,256,0.0,0,True,False
inner_calibration,30064,original,2017-04-15,256,0.01171875,0,True,False
inner_calibration,30064,location_repair,2017-04-15,256,0.01171875,0,True,False
inner_calibration,30124,original,2017-04-15,256,0.01171875,0,True,False
inner_calibration,30124,location_repair,2017-04-15,256,0.01171875,0,True,False
inner_calibration,30184,original,2017-04-15,256,0.0,0,True,False
inner_calibration,30184,location_repair,2017-04-15,256,0.0,0,True,False
inner_calibration,30256,original,2017-04-16,256,0.0,0,True,False
inner_calibration,30256,location_repair,2017-04-16,256,0.0,0,True,False
inner_calibration,30316,original,2017-04-16,256,0.0,0,True,False
inner_calibration,30316,location_repair,2017-04-16,256,0.0,0,True,False
inner_calibration,30376,original,2017-04-16,256,0.0078125,0,True,False
inner_calibration,30376,location_repair,2017-04-16,256,0.0078125,0,True,False
inner_calibration,30436,original,2017-04-16,256,0.0,0,True,False
inner_calibration,30436,location_repair,2017-04-16,256,0.0,0,True,False
inner_calibration,30496,original,2017-04-16,256,0.0,0,True,False
inner_calibration,30496,location_repair,2017-04-16,256,0.0,0,True,False
inner_calibration,30556,original,2017-04-17,256,0.0,0,True,False
inner_calibration,30556,location_repair,2017-04-17,256,0.0,0,True,False
inner_calibration,30616,original,2017-04-17,256,0.0,0,True,False
inner_calibration,30616,location_repair,2017-04-17,256,0.0,0,True,False
inner_calibration,30676,original,2017-04-17,256,0.0,0,True,False
inner_calibration,30676,location_repair,2017-04-17,256,0.0,0,True,False
inner_calibration,30736,original,2017-04-17,256,0.7109375,1,True,True
inner_calibration,30736,location_repair,2017-04-17,256,0.88671875,1,True,True
inner_calibration,30796,original,2017-04-17,256,0.0,0,True,False
inner_calibration,30796,location_repair,2017-04-17,256,0.0,0,True,False
inner_calibration,30856,original,2017-04-18,256,0.0,0,True,False
inner_calibration,30856,location_repair,2017-04-18,256,0.0,0,True,False
inner_calibration,30916,original,2017-04-18,256,0.19140625,0,True,True
inner_calibration,30916,location_repair,2017-04-18,256,0.44140625,0,True,True
inner_calibration,30976,original,2017-04-18,256,0.0,0,True,False
inner_calibration,30976,location_repair,2017-04-18,256,0.0,0,True,False
inner_calibration,31036,original,2017-04-18,256,0.0,0,True,False
inner_calibration,31036,location_repair,2017-04-18,256,0.0,0,True,False
inner_calibration,31096,original,2017-04-19,256,0.0,0,True,False
inner_calibration,31096,location_repair,2017-04-19,256,0.0,0,True,False
inner_calibration,31156,original,2017-04-19,256,0.0,0,True,False
inner_calibration,31156,location_repair,2017-04-19,256,0.0,0,True,False
inner_calibration,31216,original,2017-04-19,256,0.0,0,True,False
inner_calibration,31216,location_repair,2017-04-19,256,0.0,0,True,False
inner_calibration,31276,original,2017-04-19,256,0.0,0,True,False
inner_calibration,31276,location_repair,2017-04-19,256,0.0,0,True,False
inner_calibration,31348,original,2017-04-19,256,0.0,0,True,False
inner_calibration,31348,location_repair,2017-04-19,256,0.0,0,True,False
